,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
11479,2015Q1,S08000029,S08000029,Upper GI,16.0,16.0,NHS Fife,S92000003
11480,2015Q1,S08000029,S08000029,Urological,36.0,28.0,NHS Fife,S92000003
11481,2015Q2,S08000024,S08000029,Breast,3.0,3.0,NHS Fife,S92000003
11482,2015Q2,S08000029,S08000029,Breast,24.0,24.0,NHS Fife,S92000003
11483,2015Q2,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11484,2015Q2,S08000029,S08000029,Colorectal,26.0,26.0,NHS Fife,S92000003
11485,2015Q2,S08000029,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11486,2015Q2,S08000029,S08000029,Lung,31.0,31.0,NHS Fife,S92000003
11487,2015Q2,S08000029,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11488,2015Q2,S08000029,S08000029,Melanoma,1.0,1.0,NHS Fife,S92000003
11489,2015Q2,S08000029,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11490,2015Q2,S08000029,S08000029,Upper GI,11.0,11.0,NHS Fife,S92000003
11491,2015Q2,S08000029,S08000029,Urological,33.0,28.0,NHS Fife,S92000003
11492,2015Q3,S08000024,S08000029,Breast,5.0,5.0,NHS Fife,S92000003
11493,2015Q3,S08000029,S08000029,Breast,22.0,21.0,NHS Fife,S92000003
11494,2015Q3,S08000029,S08000029,Colorectal,26.0,25.0,NHS Fife,S92000003
11495,2015Q3,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11496,2015Q3,S08000029,S08000029,Lung,31.0,29.0,NHS Fife,S92000003
11497,2015Q3,S08000029,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11498,2015Q3,S08000029,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11499,2015Q3,S08000029,S08000029,Ovarian,9.0,9.0,NHS Fife,S92000003
11500,2015Q3,S08000029,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11501,2015Q3,S08000029,S08000029,Urological,39.0,35.0,NHS Fife,S92000003
11502,2015Q4,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11503,2015Q4,S08000029,S08000029,Breast,37.0,35.0,NHS Fife,S92000003
11504,2015Q4,S08000029,S08000029,Cervical,2.0,1.0,NHS Fife,S92000003
11505,2015Q4,S08000029,S08000029,Colorectal,36.0,35.0,NHS Fife,S92000003
11506,2015Q4,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11507,2015Q4,S08000029,S08000029,Lung,34.0,32.0,NHS Fife,S92000003
11508,2015Q4,S08000029,S08000029,Lymphoma,1.0,1.0,NHS Fife,S92000003
11509,2015Q4,S08000029,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
11510,2015Q4,S08000029,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11511,2015Q4,S08000029,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
11512,2015Q4,S08000029,S08000029,Urological,35.0,33.0,NHS Fife,S92000003
11513,2016Q1,S08000024,S08000029,Breast,3.0,3.0,NHS Fife,S92000003
11514,2016Q1,S08000029,S08000029,Breast,24.0,23.0,NHS Fife,S92000003
11515,2016Q1,S08000029,S08000029,Cervical,5.0,5.0,NHS Fife,S92000003
11516,2016Q1,S08000029,S08000029,Colorectal,23.0,22.0,NHS Fife,S92000003
11517,2016Q1,S08000029,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11518,2016Q1,S08000029,S08000029,Lung,29.0,28.0,NHS Fife,S92000003
11519,2016Q1,S08000029,S08000029,Lymphoma,4.0,4.0,NHS Fife,S92000003
11520,2016Q1,S08000029,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11521,2016Q1,S08000029,S08000029,Ovarian,9.0,6.0,NHS Fife,S92000003
11522,2016Q1,S08000029,S08000029,Upper GI,12.0,12.0,NHS Fife,S92000003
11523,2016Q1,S08000029,S08000029,Urological,25.0,22.0,NHS Fife,S92000003
11524,2016Q1,S08000030,S08000029,Lung,1.0,1.0,NHS Fife,S92000003
11525,2016Q2,S08000024,S08000029,Breast,3.0,3.0,NHS Fife,S92000003
11526,2016Q2,S08000029,S08000029,Breast,30.0,28.0,NHS Fife,S92000003
11527,2016Q2,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11528,2016Q2,S08000029,S08000029,Colorectal,25.0,24.0,NHS Fife,S92000003
11529,2016Q2,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11530,2016Q2,S08000029,S08000029,Lung,30.0,28.0,NHS Fife,S92000003
11531,2016Q2,S08000029,S08000029,Lymphoma,9.0,9.0,NHS Fife,S92000003
11532,2016Q2,S08000029,S08000029,Melanoma,7.0,6.0,NHS Fife,S92000003
11533,2016Q2,S08000029,S08000029,Ovarian,8.0,6.0,NHS Fife,S92000003
11534,2016Q2,S08000029,S08000029,Upper GI,16.0,15.0,NHS Fife,S92000003
11535,2016Q2,S08000029,S08000029,Urological,42.0,36.0,NHS Fife,S92000003
11536,2016Q3,S08000024,S08000029,Breast,4.0,4.0,NHS Fife,S92000003
11537,2016Q3,S08000029,S08000029,Breast,23.0,18.0,NHS Fife,S92000003
11538,2016Q3,S08000029,S08000029,Colorectal,31.0,28.0,NHS Fife,S92000003
11539,2016Q3,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11540,2016Q3,S08000029,S08000029,Lung,37.0,37.0,NHS Fife,S92000003
11541,2016Q3,S08000029,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11542,2016Q3,S08000029,S08000029,Melanoma,7.0,7.0,NHS Fife,S92000003
11543,2016Q3,S08000029,S08000029,Ovarian,5.0,3.0,NHS Fife,S92000003
11544,2016Q3,S08000029,S08000029,Upper GI,14.0,14.0,NHS Fife,S92000003
11545,2016Q3,S08000029,S08000029,Urological,27.0,21.0,NHS Fife,S92000003
11546,2016Q4,S08000024,S08000029,Breast,4.0,3.0,NHS Fife,S92000003
11547,2016Q4,S08000029,S08000029,Breast,27.0,27.0,NHS Fife,S92000003
11548,2016Q4,S08000029,S08000029,Cervical,2.0,1.0,NHS Fife,S92000003
11549,2016Q4,S08000029,S08000029,Colorectal,27.0,26.0,NHS Fife,S92000003
11550,2016Q4,S08000029,S08000029,Lung,30.0,28.0,NHS Fife,S92000003
11551,2016Q4,S08000029,S08000029,Lymphoma,9.0,6.0,NHS Fife,S92000003
11552,2016Q4,S08000029,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11553,2016Q4,S08000029,S08000029,Ovarian,7.0,7.0,NHS Fife,S92000003
11554,2016Q4,S08000029,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
11555,2016Q4,S08000029,S08000029,Urological,27.0,23.0,NHS Fife,S92000003
11556,2017Q1,S08000024,S08000029,Breast,2.0,2.0,NHS Fife,S92000003
11557,2017Q1,S08000029,S08000029,Breast,21.0,21.0,NHS Fife,S92000003
11558,2017Q1,S08000029,S08000029,Cervical,4.0,1.0,NHS Fife,S92000003
11559,2017Q1,S08000029,S08000029,Colorectal,28.0,26.0,NHS Fife,S92000003
11560,2017Q1,S08000029,S08000029,Lung,39.0,38.0,NHS Fife,S92000003
11561,2017Q1,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11562,2017Q1,S08000029,S08000029,Ovarian,1.0,1.0,NHS Fife,S92000003
11563,2017Q1,S08000029,S08000029,Upper GI,14.0,13.0,NHS Fife,S92000003
11564,2017Q1,S08000029,S08000029,Urological,33.0,19.0,NHS Fife,S92000003
11565,2017Q2,S08000024,S08000029,Breast,6.0,6.0,NHS Fife,S92000003
11566,2017Q2,S08000029,S08000029,Breast,34.0,34.0,NHS Fife,S92000003
11567,2017Q2,S08000029,S08000029,Cervical,3.0,2.0,NHS Fife,S92000003
11568,2017Q2,S08000029,S08000029,Colorectal,20.0,20.0,NHS Fife,S92000003
11569,2017Q2,S08000029,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11570,2017Q2,S08000029,S08000029,Lung,45.0,44.0,NHS Fife,S92000003
11571,2017Q2,S08000029,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11572,2017Q2,S08000029,S08000029,Melanoma,3.0,3.0,NHS Fife,S92000003
11573,2017Q2,S08000029,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11574,2017Q2,S08000029,S08000029,Upper GI,25.0,25.0,NHS Fife,S92000003
11575,2017Q2,S08000029,S08000029,Urological,27.0,23.0,NHS Fife,S92000003
11576,2017Q2,S08000030,S08000029,Lung,1.0,1.0,NHS Fife,S92000003
11577,2017Q3,S08000029,S08000029,Breast,21.0,21.0,NHS Fife,S92000003
11578,2017Q3,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11579,2017Q3,S08000029,S08000029,Colorectal,24.0,24.0,NHS Fife,S92000003
11580,2017Q3,S08000029,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11581,2017Q3,S08000029,S08000029,Lung,37.0,37.0,NHS Fife,S92000003
11582,2017Q3,S08000029,S08000029,Lymphoma,8.0,8.0,NHS Fife,S92000003
11583,2017Q3,S08000029,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
11584,2017Q3,S08000029,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11585,2017Q3,S08000029,S08000029,Upper GI,17.0,17.0,NHS Fife,S92000003
11586,2017Q3,S08000029,S08000029,Urological,39.0,33.0,NHS Fife,S92000003
11587,2017Q4,S08000029,S08000029,Breast,38.0,38.0,NHS Fife,S92000003
11588,2017Q4,S08000029,S08000029,Colorectal,35.0,34.0,NHS Fife,S92000003
11589,2017Q4,S08000029,S08000029,Lung,31.0,30.0,NHS Fife,S92000003
11590,2017Q4,S08000029,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11591,2017Q4,S08000029,S08000029,Melanoma,6.0,6.0,NHS Fife,S92000003
11592,2017Q4,S08000029,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11593,2017Q4,S08000029,S08000029,Upper GI,26.0,25.0,NHS Fife,S92000003
11594,2017Q4,S08000029,S08000029,Urological,37.0,29.0,NHS Fife,S92000003
11595,2018Q1,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11596,2018Q1,S08000029,S08000029,Breast,23.0,21.0,NHS Fife,S92000003
11597,2018Q1,S08000029,S08000029,Colorectal,31.0,31.0,NHS Fife,S92000003
11598,2018Q1,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11599,2018Q1,S08000029,S08000029,Lung,48.0,45.0,NHS Fife,S92000003
11600,2018Q1,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11601,2018Q1,S08000029,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11602,2018Q1,S08000029,S08000029,Ovarian,6.0,5.0,NHS Fife,S92000003
11603,2018Q1,S08000029,S08000029,Upper GI,19.0,19.0,NHS Fife,S92000003
11604,2018Q1,S08000029,S08000029,Urological,31.0,23.0,NHS Fife,S92000003
11605,2018Q2,S08000024,S08000029,Breast,3.0,3.0,NHS Fife,S92000003
11606,2018Q2,S08000029,S08000029,Breast,34.0,34.0,NHS Fife,S92000003
11607,2018Q2,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11608,2018Q2,S08000029,S08000029,Colorectal,29.0,28.0,NHS Fife,S92000003
11609,2018Q2,S08000029,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11610,2018Q2,S08000029,S08000029,Lung,28.0,26.0,NHS Fife,S92000003
11611,2018Q2,S08000029,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11612,2018Q2,S08000029,S08000029,Melanoma,10.0,10.0,NHS Fife,S92000003
11613,2018Q2,S08000029,S08000029,Ovarian,6.0,6.0,NHS Fife,S92000003
11614,2018Q2,S08000029,S08000029,Upper GI,23.0,21.0,NHS Fife,S92000003
11615,2018Q2,S08000029,S08000029,Urological,44.0,38.0,NHS Fife,S92000003
11616,2018Q2,S08000031,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11617,2018Q3,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11618,2018Q3,S08000029,S08000029,Breast,35.0,32.0,NHS Fife,S92000003
11619,2018Q3,S08000029,S08000029,Cervical,2.0,2.0,NHS Fife,S92000003
11620,2018Q3,S08000029,S08000029,Colorectal,35.0,32.0,NHS Fife,S92000003
11621,2018Q3,S08000029,S08000029,Head & Neck,7.0,7.0,NHS Fife,S92000003
11622,2018Q3,S08000029,S08000029,Lung,47.0,43.0,NHS Fife,S92000003
11623,2018Q3,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11624,2018Q3,S08000029,S08000029,Melanoma,15.0,15.0,NHS Fife,S92000003
11625,2018Q3,S08000029,S08000029,Ovarian,4.0,2.0,NHS Fife,S92000003
11626,2018Q3,S08000029,S08000029,Upper GI,22.0,21.0,NHS Fife,S92000003
11627,2018Q3,S08000029,S08000029,Urological,38.0,23.0,NHS Fife,S92000003
11628,2018Q4,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11629,2018Q4,S08000029,S08000029,Breast,33.0,27.0,NHS Fife,S92000003
11630,2018Q4,S08000029,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
11631,2018Q4,S08000029,S08000029,Colorectal,45.0,45.0,NHS Fife,S92000003
11632,2018Q4,S08000029,S08000029,Lung,38.0,36.0,NHS Fife,S92000003
11633,2018Q4,S08000029,S08000029,Lymphoma,2.0,2.0,NHS Fife,S92000003
11634,2018Q4,S08000029,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
11635,2018Q4,S08000029,S08000029,Ovarian,5.0,3.0,NHS Fife,S92000003
11636,2018Q4,S08000029,S08000029,Upper GI,14.0,14.0,NHS Fife,S92000003
11637,2018Q4,S08000029,S08000029,Urological,41.0,35.0,NHS Fife,S92000003
11638,2019Q1,S08000029,S08000029,Breast,38.0,34.0,NHS Fife,S92000003
11639,2019Q1,S08000029,S08000029,Colorectal,40.0,40.0,NHS Fife,S92000003
11640,2019Q1,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11641,2019Q1,S08000029,S08000029,Lung,35.0,34.0,NHS Fife,S92000003
11642,2019Q1,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11643,2019Q1,S08000029,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
11644,2019Q1,S08000029,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11645,2019Q1,S08000029,S08000029,Upper GI,23.0,21.0,NHS Fife,S92000003
11646,2019Q1,S08000029,S08000029,Urological,50.0,35.0,NHS Fife,S92000003
11647,2019Q2,S08000024,S08000029,Breast,4.0,4.0,NHS Fife,S92000003
11648,2019Q2,S08000029,S08000029,Breast,38.0,32.0,NHS Fife,S92000003
11649,2019Q2,S08000029,S08000029,Cervical,5.0,4.0,NHS Fife,S92000003
11650,2019Q2,S08000029,S08000029,Colorectal,48.0,47.0,NHS Fife,S92000003
11651,2019Q2,S08000029,S08000029,Lung,49.0,48.0,NHS Fife,S92000003
11652,2019Q2,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11653,2019Q2,S08000029,S08000029,Melanoma,9.0,8.0,NHS Fife,S92000003
11654,2019Q2,S08000029,S08000029,Ovarian,7.0,7.0,NHS Fife,S92000003
11655,2019Q2,S08000029,S08000029,Upper GI,23.0,23.0,NHS Fife,S92000003
11656,2019Q2,S08000029,S08000029,Urological,38.0,25.0,NHS Fife,S92000003
11657,2019Q3,S08000024,S08000029,Breast,11.0,10.0,NHS Fife,S92000003
11658,2019Q3,S08000029,S08000029,Breast,25.0,25.0,NHS Fife,S92000003
11659,2019Q3,S08000029,S08000029,Colorectal,43.0,42.0,NHS Fife,S92000003
11660,2019Q3,S08000029,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11661,2019Q3,S08000029,S08000029,Lung,41.0,41.0,NHS Fife,S92000003
11662,2019Q3,S08000029,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
11663,2019Q3,S08000029,S08000029,Melanoma,6.0,5.0,NHS Fife,S92000003
11664,2019Q3,S08000029,S08000029,Ovarian,3.0,2.0,NHS Fife,S92000003
11665,2019Q3,S08000029,S08000029,Upper GI,25.0,23.0,NHS Fife,S92000003
11666,2019Q3,S08000029,S08000029,Urological,43.0,23.0,NHS Fife,S92000003
11667,2019Q4,S08000024,S08000029,Breast,7.0,6.0,NHS Fife,S92000003
11668,2019Q4,S08000026,S08000029,Lymphoma,1.0,1.0,NHS Fife,S92000003
11669,2019Q4,S08000029,S08000029,Breast,29.0,28.0,NHS Fife,S92000003
11670,2019Q4,S08000029,S08000029,Colorectal,32.0,29.0,NHS Fife,S92000003
11671,2019Q4,S08000029,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11672,2019Q4,S08000029,S08000029,Lung,45.0,44.0,NHS Fife,S92000003
11673,2019Q4,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11674,2019Q4,S08000029,S08000029,Melanoma,12.0,11.0,NHS Fife,S92000003
11675,2019Q4,S08000029,S08000029,Ovarian,2.0,2.0,NHS Fife,S92000003
11676,2019Q4,S08000029,S08000029,Upper GI,25.0,23.0,NHS Fife,S92000003
11677,2019Q4,S08000029,S08000029,Urological,44.0,38.0,NHS Fife,S92000003
11678,2020Q1,S08000024,S08000029,Breast,3.0,3.0,NHS Fife,S92000003
11679,2020Q1,S08000029,S08000029,Breast,52.0,51.0,NHS Fife,S92000003
11680,2020Q1,S08000029,S08000029,Cervical,3.0,2.0,NHS Fife,S92000003
11681,2020Q1,S08000029,S08000029,Colorectal,38.0,37.0,NHS Fife,S92000003
11682,2020Q1,S08000029,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11683,2020Q1,S08000029,S08000029,Lung,31.0,30.0,NHS Fife,S92000003
11684,2020Q1,S08000029,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
11685,2020Q1,S08000029,S08000029,Melanoma,6.0,5.0,NHS Fife,S92000003
11686,2020Q1,S08000029,S08000029,Ovarian,6.0,5.0,NHS Fife,S92000003
11687,2020Q1,S08000029,S08000029,Upper GI,8.0,8.0,NHS Fife,S92000003
11688,2020Q1,S08000029,S08000029,Urological,47.0,30.0,NHS Fife,S92000003
11689,2020Q2,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11690,2020Q2,S08000029,S08000029,Breast,33.0,32.0,NHS Fife,S92000003
11691,2020Q2,S08000029,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
11692,2020Q2,S08000029,S08000029,Colorectal,30.0,23.0,NHS Fife,S92000003
11693,2020Q2,S08000029,S08000029,Lung,28.0,26.0,NHS Fife,S92000003
11694,2020Q2,S08000029,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11695,2020Q2,S08000029,S08000029,Melanoma,7.0,7.0,NHS Fife,S92000003
11696,2020Q2,S08000029,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11697,2020Q2,S08000029,S08000029,Upper GI,15.0,14.0,NHS Fife,S92000003
11698,2020Q2,S08000029,S08000029,Urological,39.0,27.0,NHS Fife,S92000003
11699,2020Q3,S08000029,S08000029,Breast,40.0,36.0,NHS Fife,S92000003
11700,2020Q3,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11701,2020Q3,S08000029,S08000029,Colorectal,33.0,32.0,NHS Fife,S92000003
11702,2020Q3,S08000029,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11703,2020Q3,S08000029,S08000029,Lung,31.0,28.0,NHS Fife,S92000003
11704,2020Q3,S08000029,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11705,2020Q3,S08000029,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
11706,2020Q3,S08000029,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11707,2020Q3,S08000029,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
11708,2020Q3,S08000029,S08000029,Urological,32.0,24.0,NHS Fife,S92000003
11709,2020Q4,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11710,2020Q4,S08000029,S08000029,Breast,41.0,37.0,NHS Fife,S92000003
11711,2020Q4,S08000029,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11712,2020Q4,S08000029,S08000029,Colorectal,29.0,27.0,NHS Fife,S92000003
11713,2020Q4,S08000029,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11714,2020Q4,S08000029,S08000029,Lung,16.0,15.0,NHS Fife,S92000003
11715,2020Q4,S08000029,S08000029,Lymphoma,4.0,2.0,NHS Fife,S92000003
11716,2020Q4,S08000029,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
11717,2020Q4,S08000029,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11718,2020Q4,S08000029,S08000029,Upper GI,17.0,16.0,NHS Fife,S92000003
11719,2020Q4,S08000029,S08000029,Urological,46.0,33.0,NHS Fife,S92000003
11720,2021Q1,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11721,2021Q1,S08000029,S08000029,Breast,48.0,39.0,NHS Fife,S92000003
11722,2021Q1,S08000029,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
11723,2021Q1,S08000029,S08000029,Colorectal,37.0,36.0,NHS Fife,S92000003
11724,2021Q1,S08000029,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11725,2021Q1,S08000029,S08000029,Lung,23.0,21.0,NHS Fife,S92000003
11726,2021Q1,S08000029,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11727,2021Q1,S08000029,S08000029,Melanoma,9.0,7.0,NHS Fife,S92000003
11728,2021Q1,S08000029,S08000029,Ovarian,2.0,2.0,NHS Fife,S92000003
11729,2021Q1,S08000029,S08000029,Upper GI,8.0,6.0,NHS Fife,S92000003
11730,2021Q1,S08000029,S08000029,Urological,27.0,24.0,NHS Fife,S92000003
11731,2021Q2,S08000024,S08000029,Breast,2.0,2.0,NHS Fife,S92000003
11732,2021Q2,S08000029,S08000029,Breast,37.0,30.0,NHS Fife,S92000003
11733,2021Q2,S08000029,S08000029,Colorectal,32.0,30.0,NHS Fife,S92000003
11734,2021Q2,S08000029,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11735,2021Q2,S08000029,S08000029,Lung,27.0,27.0,NHS Fife,S92000003
11736,2021Q2,S08000029,S08000029,Lymphoma,3.0,2.0,NHS Fife,S92000003
11737,2021Q2,S08000029,S08000029,Melanoma,9.0,8.0,NHS Fife,S92000003
11738,2021Q2,S08000029,S08000029,Ovarian,1.0,1.0,NHS Fife,S92000003
11739,2021Q2,S08000029,S08000029,Upper GI,14.0,12.0,NHS Fife,S92000003
11740,2021Q2,S08000029,S08000029,Urological,42.0,30.0,NHS Fife,S92000003
11741,2021Q3,S08000024,S08000029,Breast,1.0,1.0,NHS Fife,S92000003
11742,2021Q3,S08000029,S08000029,Breast,39.0,34.0,NHS Fife,S92000003
11743,2021Q3,S08000029,S08000029,Cervical,4.0,3.0,NHS Fife,S92000003
11744,2021Q3,S08000029,S08000029,Colorectal,46.0,45.0,NHS Fife,S92000003
11745,2021Q3,S08000029,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11746,2021Q3,S08000029,S08000029,Lung,36.0,36.0,NHS Fife,S92000003
11747,2021Q3,S08000029,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11748,2021Q3,S08000029,S08000029,Melanoma,8.0,7.0,NHS Fife,S92000003
11749,2021Q3,S08000029,S08000029,Ovarian,5.0,5.0,NHS Fife,S92000003
11750,2021Q3,S08000029,S08000029,Upper GI,18.0,17.0,NHS Fife,S92000003
11751,2021Q3,S08000029,S08000029,Urological,40.0,32.0,NHS Fife,S92000003
11752,2012Q1,S92000003,S08000029,Breast,26.0,26.0,NHS Fife,S92000003
11753,2012Q1,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11754,2012Q1,S92000003,S08000029,Colorectal,32.0,27.0,NHS Fife,S92000003
11755,2012Q1,S92000003,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11756,2012Q1,S92000003,S08000029,Lung,41.0,41.0,NHS Fife,S92000003
11757,2012Q1,S92000003,S08000029,Lymphoma,6.0,5.0,NHS Fife,S92000003
11758,2012Q1,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11759,2012Q1,S92000003,S08000029,Ovarian,4.0,2.0,NHS Fife,S92000003
11760,2012Q1,S92000003,S08000029,Upper GI,17.0,17.0,NHS Fife,S92000003
11761,2012Q1,S92000003,S08000029,Urological,29.0,27.0,NHS Fife,S92000003
11762,2012Q2,S92000003,S08000029,Breast,23.0,23.0,NHS Fife,S92000003
11763,2012Q2,S92000003,S08000029,Colorectal,25.0,20.0,NHS Fife,S92000003
11764,2012Q2,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11765,2012Q2,S92000003,S08000029,Lung,29.0,28.0,NHS Fife,S92000003
11766,2012Q2,S92000003,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11767,2012Q2,S92000003,S08000029,Melanoma,3.0,3.0,NHS Fife,S92000003
11768,2012Q2,S92000003,S08000029,Ovarian,2.0,2.0,NHS Fife,S92000003
11769,2012Q2,S92000003,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11770,2012Q2,S92000003,S08000029,Urological,25.0,23.0,NHS Fife,S92000003
11771,2012Q3,S92000003,S08000029,Breast,22.0,22.0,NHS Fife,S92000003
11772,2012Q3,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11773,2012Q3,S92000003,S08000029,Colorectal,33.0,31.0,NHS Fife,S92000003
11774,2012Q3,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11775,2012Q3,S92000003,S08000029,Lung,46.0,44.0,NHS Fife,S92000003
11776,2012Q3,S92000003,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11777,2012Q3,S92000003,S08000029,Melanoma,4.0,4.0,NHS Fife,S92000003
11778,2012Q3,S92000003,S08000029,Ovarian,5.0,5.0,NHS Fife,S92000003
11779,2012Q3,S92000003,S08000029,Upper GI,23.0,23.0,NHS Fife,S92000003
11780,2012Q3,S92000003,S08000029,Urological,36.0,35.0,NHS Fife,S92000003
11781,2012Q4,S92000003,S08000029,Breast,27.0,27.0,NHS Fife,S92000003
11782,2012Q4,S92000003,S08000029,Cervical,3.0,3.0,NHS Fife,S92000003
11783,2012Q4,S92000003,S08000029,Colorectal,32.0,32.0,NHS Fife,S92000003
11784,2012Q4,S92000003,S08000029,Lung,26.0,26.0,NHS Fife,S92000003
11785,2012Q4,S92000003,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
11786,2012Q4,S92000003,S08000029,Melanoma,3.0,3.0,NHS Fife,S92000003
11787,2012Q4,S92000003,S08000029,Ovarian,8.0,7.0,NHS Fife,S92000003
11788,2012Q4,S92000003,S08000029,Upper GI,11.0,11.0,NHS Fife,S92000003
11789,2012Q4,S92000003,S08000029,Urological,31.0,31.0,NHS Fife,S92000003
11790,2013Q1,S92000003,S08000029,Breast,29.0,29.0,NHS Fife,S92000003
11791,2013Q1,S92000003,S08000029,Cervical,2.0,2.0,NHS Fife,S92000003
11792,2013Q1,S92000003,S08000029,Colorectal,24.0,24.0,NHS Fife,S92000003
