,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,HBName,HBDateArchived,Country
9876,2017Q3,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9877,2017Q3,S08000029,S08000030,All Cancer Types,14.0,14.0,NHS Tayside,,S92000003
9878,2017Q3,S08000030,S08000030,All Cancer Types,542.0,505.0,NHS Tayside,,S92000003
9879,2017Q4,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9880,2017Q4,S08000029,S08000030,All Cancer Types,14.0,13.0,NHS Tayside,,S92000003
9881,2017Q4,S08000030,S08000030,All Cancer Types,499.0,475.0,NHS Tayside,,S92000003
9882,2018Q1,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9883,2018Q1,S08000029,S08000030,All Cancer Types,11.0,10.0,NHS Tayside,,S92000003
9884,2018Q1,S08000030,S08000030,All Cancer Types,521.0,482.0,NHS Tayside,,S92000003
9885,2018Q2,S08000022,S08000030,All Cancer Types,4.0,4.0,NHS Tayside,,S92000003
9886,2018Q2,S08000029,S08000030,All Cancer Types,10.0,6.0,NHS Tayside,,S92000003
9887,2018Q2,S08000030,S08000030,All Cancer Types,500.0,479.0,NHS Tayside,,S92000003
9888,2018Q3,S08000022,S08000030,All Cancer Types,2.0,2.0,NHS Tayside,,S92000003
9889,2018Q3,S08000029,S08000030,All Cancer Types,15.0,13.0,NHS Tayside,,S92000003
9890,2018Q3,S08000030,S08000030,All Cancer Types,479.0,451.0,NHS Tayside,,S92000003
9891,2018Q4,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9892,2018Q4,S08000029,S08000030,All Cancer Types,9.0,9.0,NHS Tayside,,S92000003
9893,2018Q4,S08000030,S08000030,All Cancer Types,512.0,466.0,NHS Tayside,,S92000003
9894,2018Q4,S08000031,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9895,2019Q1,S08000022,S08000030,All Cancer Types,5.0,5.0,NHS Tayside,,S92000003
9896,2019Q1,S08000029,S08000030,All Cancer Types,6.0,5.0,NHS Tayside,,S92000003
9897,2019Q1,S08000030,S08000030,All Cancer Types,488.0,442.0,NHS Tayside,,S92000003
9898,2019Q2,S08000015,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9899,2019Q2,S08000022,S08000030,All Cancer Types,2.0,2.0,NHS Tayside,,S92000003
9900,2019Q2,S08000029,S08000030,All Cancer Types,8.0,7.0,NHS Tayside,,S92000003
9901,2019Q2,S08000030,S08000030,All Cancer Types,495.0,473.0,NHS Tayside,,S92000003
9902,2019Q3,S08000020,S08000030,All Cancer Types,2.0,1.0,NHS Tayside,,S92000003
9903,2019Q3,S08000022,S08000030,All Cancer Types,5.0,5.0,NHS Tayside,,S92000003
9904,2019Q3,S08000029,S08000030,All Cancer Types,5.0,5.0,NHS Tayside,,S92000003
9905,2019Q3,S08000030,S08000030,All Cancer Types,481.0,471.0,NHS Tayside,,S92000003
9906,2019Q4,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9907,2019Q4,S08000029,S08000030,All Cancer Types,10.0,10.0,NHS Tayside,,S92000003
9908,2019Q4,S08000030,S08000030,All Cancer Types,507.0,500.0,NHS Tayside,,S92000003
9909,2020Q1,S08000022,S08000030,All Cancer Types,5.0,4.0,NHS Tayside,,S92000003
9910,2020Q1,S08000029,S08000030,All Cancer Types,5.0,4.0,NHS Tayside,,S92000003
9911,2020Q1,S08000030,S08000030,All Cancer Types,539.0,527.0,NHS Tayside,,S92000003
9912,2020Q2,S08000022,S08000030,All Cancer Types,1.0,1.0,NHS Tayside,,S92000003
9913,2020Q2,S08000029,S08000030,All Cancer Types,7.0,7.0,NHS Tayside,,S92000003
9914,2020Q2,S08000030,S08000030,All Cancer Types,421.0,416.0,NHS Tayside,,S92000003
9915,2020Q3,S08000022,S08000030,All Cancer Types,4.0,2.0,NHS Tayside,,S92000003
9916,2020Q3,S08000029,S08000030,All Cancer Types,5.0,5.0,NHS Tayside,,S92000003
9917,2020Q3,S08000030,S08000030,All Cancer Types,384.0,383.0,NHS Tayside,,S92000003
9918,2020Q4,S08000029,S08000030,All Cancer Types,7.0,7.0,NHS Tayside,,S92000003
9919,2020Q4,S08000030,S08000030,All Cancer Types,427.0,424.0,NHS Tayside,,S92000003
9920,2021Q1,S08000022,S08000030,All Cancer Types,1.0,0.0,NHS Tayside,,S92000003
9921,2021Q1,S08000029,S08000030,All Cancer Types,3.0,3.0,NHS Tayside,,S92000003
9922,2021Q1,S08000030,S08000030,All Cancer Types,402.0,392.0,NHS Tayside,,S92000003
9923,2021Q2,S08000022,S08000030,All Cancer Types,2.0,2.0,NHS Tayside,,S92000003
9924,2021Q2,S08000029,S08000030,All Cancer Types,4.0,4.0,NHS Tayside,,S92000003
9925,2021Q2,S08000030,S08000030,All Cancer Types,539.0,527.0,NHS Tayside,,S92000003
9926,2021Q3,S08000022,S08000030,All Cancer Types,4.0,3.0,NHS Tayside,,S92000003
9927,2021Q3,S08000029,S08000030,All Cancer Types,8.0,8.0,NHS Tayside,,S92000003
9928,2021Q3,S08000030,S08000030,All Cancer Types,519.0,505.0,NHS Tayside,,S92000003
9929,2020Q4,S08000029,S08000030,Head & Neck,4.0,4.0,NHS Tayside,,S92000003
9930,2020Q4,S08000029,S08000030,Melanoma,2.0,2.0,NHS Tayside,,S92000003
9931,2020Q4,S08000029,S08000030,Urological,1.0,1.0,NHS Tayside,,S92000003
9932,2020Q4,S08000030,S08000030,Breast,90.0,88.0,NHS Tayside,,S92000003
9933,2020Q4,S08000030,S08000030,Cervical,1.0,1.0,NHS Tayside,,S92000003
9934,2020Q4,S08000030,S08000030,Colorectal,61.0,61.0,NHS Tayside,,S92000003
9935,2020Q4,S08000030,S08000030,Head & Neck,29.0,29.0,NHS Tayside,,S92000003
9936,2020Q4,S08000030,S08000030,Lung,70.0,69.0,NHS Tayside,,S92000003
9937,2020Q4,S08000030,S08000030,Lymphoma,17.0,17.0,NHS Tayside,,S92000003
9938,2020Q4,S08000030,S08000030,Melanoma,17.0,17.0,NHS Tayside,,S92000003
9939,2020Q4,S08000030,S08000030,Ovarian,4.0,4.0,NHS Tayside,,S92000003
9940,2020Q4,S08000030,S08000030,Upper GI,58.0,58.0,NHS Tayside,,S92000003
9941,2020Q4,S08000030,S08000030,Urological,96.0,96.0,NHS Tayside,,S92000003
9942,2020Q4,S08000029,S08000030,All Cancer Types,7.0,7.0,NHS Tayside,,S92000003
9943,2020Q4,S08000030,S08000030,All Cancer Types,443.0,440.0,NHS Tayside,,S92000003
9944,2021Q1,S08000022,S08000030,Head & Neck,1.0,0.0,NHS Tayside,,S92000003
9945,2021Q1,S08000029,S08000030,Head & Neck,2.0,2.0,NHS Tayside,,S92000003
9946,2021Q1,S08000029,S08000030,Melanoma,1.0,1.0,NHS Tayside,,S92000003
9947,2021Q1,S08000030,S08000030,Breast,91.0,90.0,NHS Tayside,,S92000003
9948,2021Q1,S08000030,S08000030,Cervical,3.0,3.0,NHS Tayside,,S92000003
9949,2021Q1,S08000030,S08000030,Colorectal,47.0,45.0,NHS Tayside,,S92000003
9950,2021Q1,S08000030,S08000030,Head & Neck,14.0,13.0,NHS Tayside,,S92000003
9951,2021Q1,S08000030,S08000030,Lung,83.0,81.0,NHS Tayside,,S92000003
9952,2021Q1,S08000030,S08000030,Lymphoma,17.0,17.0,NHS Tayside,,S92000003
9953,2021Q1,S08000030,S08000030,Melanoma,17.0,17.0,NHS Tayside,,S92000003
9954,2021Q1,S08000030,S08000030,Ovarian,4.0,4.0,NHS Tayside,,S92000003
9955,2021Q1,S08000030,S08000030,Upper GI,49.0,48.0,NHS Tayside,,S92000003
9956,2021Q1,S08000030,S08000030,Urological,77.0,74.0,NHS Tayside,,S92000003
9957,2021Q1,S08000022,S08000030,All Cancer Types,1.0,0.0,NHS Tayside,,S92000003
9958,2021Q1,S08000029,S08000030,All Cancer Types,3.0,3.0,NHS Tayside,,S92000003
9959,2021Q1,S08000030,S08000030,All Cancer Types,402.0,392.0,NHS Tayside,,S92000003
9960,2021Q2,S08000022,S08000030,Head & Neck,2.0,2.0,NHS Tayside,,S92000003
9961,2021Q2,S08000029,S08000030,Head & Neck,4.0,4.0,NHS Tayside,,S92000003
9962,2021Q2,S08000030,S08000030,Breast,101.0,100.0,NHS Tayside,,S92000003
9963,2021Q2,S08000030,S08000030,Cervical,10.0,10.0,NHS Tayside,,S92000003
9964,2021Q2,S08000030,S08000030,Colorectal,85.0,85.0,NHS Tayside,,S92000003
9965,2021Q2,S08000030,S08000030,Head & Neck,24.0,22.0,NHS Tayside,,S92000003
9966,2021Q2,S08000030,S08000030,Lung,87.0,87.0,NHS Tayside,,S92000003
9967,2021Q2,S08000030,S08000030,Lymphoma,35.0,35.0,NHS Tayside,,S92000003
9968,2021Q2,S08000030,S08000030,Melanoma,24.0,24.0,NHS Tayside,,S92000003
9969,2021Q2,S08000030,S08000030,Ovarian,3.0,3.0,NHS Tayside,,S92000003
9970,2021Q2,S08000030,S08000030,Upper GI,61.0,61.0,NHS Tayside,,S92000003
9971,2021Q2,S08000030,S08000030,Urological,109.0,100.0,NHS Tayside,,S92000003
9972,2021Q2,S08000022,S08000030,All Cancer Types,2.0,2.0,NHS Tayside,,S92000003
9973,2021Q2,S08000029,S08000030,All Cancer Types,4.0,4.0,NHS Tayside,,S92000003
9974,2021Q2,S08000030,S08000030,All Cancer Types,539.0,527.0,NHS Tayside,,S92000003
9975,2021Q3,S08000022,S08000030,Head & Neck,3.0,2.0,NHS Tayside,,S92000003
9976,2021Q3,S08000022,S08000030,Upper GI,1.0,1.0,NHS Tayside,,S92000003
9977,2021Q3,S08000029,S08000030,Cervical,1.0,1.0,NHS Tayside,,S92000003
9978,2021Q3,S08000029,S08000030,Head & Neck,4.0,4.0,NHS Tayside,,S92000003
9979,2021Q3,S08000029,S08000030,Melanoma,3.0,3.0,NHS Tayside,,S92000003
9980,2021Q3,S08000030,S08000030,Breast,109.0,109.0,NHS Tayside,,S92000003
9981,2021Q3,S08000030,S08000030,Cervical,2.0,1.0,NHS Tayside,,S92000003
9982,2021Q3,S08000030,S08000030,Colorectal,61.0,61.0,NHS Tayside,,S92000003
9983,2021Q3,S08000030,S08000030,Head & Neck,22.0,21.0,NHS Tayside,,S92000003
9984,2021Q3,S08000030,S08000030,Lung,76.0,76.0,NHS Tayside,,S92000003
9985,2021Q3,S08000030,S08000030,Lymphoma,23.0,23.0,NHS Tayside,,S92000003
9986,2021Q3,S08000030,S08000030,Melanoma,24.0,18.0,NHS Tayside,,S92000003
9987,2021Q3,S08000030,S08000030,Ovarian,7.0,7.0,NHS Tayside,,S92000003
9988,2021Q3,S08000030,S08000030,Upper GI,68.0,67.0,NHS Tayside,,S92000003
9989,2021Q3,S08000030,S08000030,Urological,127.0,122.0,NHS Tayside,,S92000003
9990,2021Q3,S08000022,S08000030,All Cancer Types,4.0,3.0,NHS Tayside,,S92000003
9991,2021Q3,S08000029,S08000030,All Cancer Types,8.0,8.0,NHS Tayside,,S92000003
9992,2021Q3,S08000030,S08000030,All Cancer Types,519.0,505.0,NHS Tayside,,S92000003
9993,2021Q4,S08000022,S08000030,Head & Neck,1.0,0.0,NHS Tayside,,S92000003
9994,2021Q4,S08000029,S08000030,Head & Neck,8.0,6.0,NHS Tayside,,S92000003
9995,2021Q4,S08000029,S08000030,Melanoma,1.0,1.0,NHS Tayside,,S92000003
9996,2021Q4,S08000029,S08000030,Urological,1.0,1.0,NHS Tayside,,S92000003
9997,2021Q4,S08000030,S08000030,Breast,120.0,118.0,NHS Tayside,,S92000003
9998,2021Q4,S08000030,S08000030,Cervical,6.0,6.0,NHS Tayside,,S92000003
9999,2021Q4,S08000030,S08000030,Colorectal,84.0,82.0,NHS Tayside,,S92000003
10000,2021Q4,S08000030,S08000030,Head & Neck,32.0,32.0,NHS Tayside,,S92000003
10001,2021Q4,S08000030,S08000030,Lung,74.0,73.0,NHS Tayside,,S92000003
10002,2021Q4,S08000030,S08000030,Lymphoma,24.0,24.0,NHS Tayside,,S92000003
10003,2021Q4,S08000030,S08000030,Melanoma,23.0,19.0,NHS Tayside,,S92000003
10004,2021Q4,S08000030,S08000030,Ovarian,6.0,6.0,NHS Tayside,,S92000003
10005,2021Q4,S08000030,S08000030,Upper GI,49.0,49.0,NHS Tayside,,S92000003
10006,2021Q4,S08000030,S08000030,Urological,105.0,104.0,NHS Tayside,,S92000003
10007,2021Q4,S08000022,S08000030,All Cancer Types,1.0,0.0,NHS Tayside,,S92000003
10008,2021Q4,S08000029,S08000030,All Cancer Types,10.0,8.0,NHS Tayside,,S92000003
10009,2021Q4,S08000030,S08000030,All Cancer Types,523.0,513.0,NHS Tayside,,S92000003
10010,2012Q1,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10011,2012Q1,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10012,2012Q2,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10013,2012Q2,S08000025,S08000025,Upper GI,2.0,2.0,NHS Orkney,,S92000003
10014,2012Q3,S08000020,S08000025,Breast,2.0,2.0,NHS Orkney,,S92000003
10015,2012Q3,S08000020,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10016,2012Q3,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10017,2012Q3,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10018,2012Q4,S08000025,S08000025,Breast,2.0,2.0,NHS Orkney,,S92000003
10019,2012Q4,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10020,2012Q4,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10021,2013Q1,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10022,2013Q1,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10023,2013Q2,S08000025,S08000025,Breast,2.0,2.0,NHS Orkney,,S92000003
10024,2013Q2,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10025,2013Q2,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10026,2013Q3,S08000020,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10027,2013Q3,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10028,2013Q3,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10029,2013Q3,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10030,2013Q4,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10031,2013Q4,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10032,2013Q4,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10033,2014Q1,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10034,2014Q1,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10035,2014Q2,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10036,2014Q2,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10037,2014Q3,S08000025,S08000025,Breast,2.0,2.0,NHS Orkney,,S92000003
10038,2014Q3,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10039,2014Q3,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10040,2014Q4,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10041,2014Q4,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10042,2014Q4,S08000025,S08000025,Head & Neck,1.0,1.0,NHS Orkney,,S92000003
10043,2014Q4,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10044,2014Q4,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10045,2015Q1,S08000020,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10046,2015Q1,S08000020,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10047,2015Q1,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10048,2015Q1,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10049,2015Q2,S08000025,S08000025,Colorectal,3.0,3.0,NHS Orkney,,S92000003
10050,2015Q2,S08000025,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10051,2015Q2,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10052,2015Q3,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10053,2015Q3,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10054,2015Q3,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10055,2015Q3,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10056,2015Q3,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10057,2015Q4,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10058,2015Q4,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10059,2016Q1,S08000020,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10060,2016Q2,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10061,2016Q2,S08000025,S08000025,Colorectal,3.0,3.0,NHS Orkney,,S92000003
10062,2016Q2,S08000025,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10063,2016Q2,S08000025,S08000025,Urological,3.0,3.0,NHS Orkney,,S92000003
10064,2016Q3,S08000020,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10065,2016Q3,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10066,2016Q3,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10067,2016Q3,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10068,2016Q4,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10069,2016Q4,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10070,2016Q4,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10071,2016Q4,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10072,2017Q1,S08000025,S08000025,Colorectal,4.0,4.0,NHS Orkney,,S92000003
10073,2017Q1,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10074,2017Q1,S08000025,S08000025,Upper GI,3.0,3.0,NHS Orkney,,S92000003
10075,2017Q2,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10076,2017Q2,S08000020,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10077,2017Q2,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10078,2017Q2,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10079,2017Q2,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10080,2017Q2,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10081,2017Q2,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10082,2017Q3,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10083,2017Q3,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10084,2017Q3,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10085,2017Q4,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10086,2018Q1,S08000025,S08000025,Colorectal,4.0,4.0,NHS Orkney,,S92000003
10087,2018Q1,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10088,2018Q1,S08000025,S08000025,Melanoma,2.0,2.0,NHS Orkney,,S92000003
10089,2018Q1,S08000025,S08000025,Upper GI,2.0,2.0,NHS Orkney,,S92000003
10090,2018Q1,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10091,2018Q2,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10092,2018Q2,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10093,2018Q3,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10094,2018Q3,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10095,2018Q3,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10096,2018Q3,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10097,2018Q3,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10098,2018Q4,S08000025,S08000025,Breast,2.0,2.0,NHS Orkney,,S92000003
10099,2018Q4,S08000025,S08000025,Colorectal,3.0,2.0,NHS Orkney,,S92000003
10100,2018Q4,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10101,2018Q4,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10102,2018Q4,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10103,2019Q1,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10104,2019Q1,S08000025,S08000025,Colorectal,3.0,3.0,NHS Orkney,,S92000003
10105,2019Q1,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10106,2019Q1,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10107,2019Q1,S08000025,S08000025,Ovarian,2.0,2.0,NHS Orkney,,S92000003
10108,2019Q2,S08000025,S08000025,Colorectal,4.0,4.0,NHS Orkney,,S92000003
10109,2019Q2,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10110,2019Q2,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10111,2019Q2,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10112,2019Q3,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10113,2019Q3,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10114,2019Q3,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10115,2019Q3,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10116,2019Q4,S08000025,S08000025,Colorectal,7.0,7.0,NHS Orkney,,S92000003
10117,2019Q4,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10118,2019Q4,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10119,2019Q4,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10120,2019Q4,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10121,2020Q1,S08000025,S08000025,Colorectal,1.0,1.0,NHS Orkney,,S92000003
10122,2020Q1,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10123,2020Q1,S08000025,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10124,2020Q1,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10125,2020Q1,S08000025,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10126,2020Q2,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10127,2020Q2,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10128,2020Q2,S08000025,S08000025,Urological,3.0,3.0,NHS Orkney,,S92000003
10129,2020Q3,S08000025,S08000025,Colorectal,6.0,6.0,NHS Orkney,,S92000003
10130,2020Q3,S08000025,S08000025,Lung,2.0,2.0,NHS Orkney,,S92000003
10131,2020Q3,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10132,2020Q3,S08000025,S08000025,Ovarian,1.0,1.0,NHS Orkney,,S92000003
10133,2020Q3,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10134,2020Q4,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10135,2020Q4,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10136,2020Q4,S08000025,S08000025,Colorectal,4.0,4.0,NHS Orkney,,S92000003
10137,2020Q4,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10138,2020Q4,S08000025,S08000025,Upper GI,4.0,4.0,NHS Orkney,,S92000003
10139,2020Q4,S08000025,S08000025,Urological,5.0,5.0,NHS Orkney,,S92000003
10140,2021Q1,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10141,2021Q1,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10142,2021Q1,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10143,2021Q1,S08000025,S08000025,Upper GI,5.0,5.0,NHS Orkney,,S92000003
10144,2021Q2,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10145,2021Q2,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10146,2021Q2,S08000025,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10147,2021Q2,S08000025,S08000025,Melanoma,2.0,2.0,NHS Orkney,,S92000003
10148,2021Q2,S08000025,S08000025,Upper GI,2.0,2.0,NHS Orkney,,S92000003
10149,2021Q2,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10150,2021Q3,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10151,2021Q3,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10152,2012Q1,S08000025,S08000025,All Cancer Types,3.0,3.0,NHS Orkney,,S92000003
10153,2012Q2,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10154,2012Q2,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10155,2012Q3,S08000020,S08000025,All Cancer Types,3.0,3.0,NHS Orkney,,S92000003
10156,2012Q3,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10157,2012Q4,S08000025,S08000025,All Cancer Types,4.0,4.0,NHS Orkney,,S92000003
10158,2013Q1,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10159,2013Q2,S08000025,S08000025,All Cancer Types,4.0,4.0,NHS Orkney,,S92000003
10160,2013Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10161,2013Q3,S08000025,S08000025,All Cancer Types,3.0,3.0,NHS Orkney,,S92000003
10162,2013Q4,S08000025,S08000025,All Cancer Types,4.0,4.0,NHS Orkney,,S92000003
10163,2014Q1,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10164,2014Q2,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10165,2014Q3,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10166,2014Q4,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10167,2015Q1,S08000020,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10168,2015Q1,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10169,2015Q2,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10170,2015Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
